timestamp,GPH000EDE,GPH000EDN,GPH000EDH,GPH000WDE,GPH000WDN,GPH000WDH
63465805800000,-0.7304173870081028,"0.17737314246185465",1.4031409679234679,1.1e308,1.1e308,1.1e308
63465807600000,-0.7339904664441321,"0.1799935770255133",1.4059741863075252,-0.7265571057460459,"0.1792141937114879",1.3952691876750674
63465809400000,-0.7551712709841449,"0.17616103003918893",1.4080511235954978,-0.7484667055470222,"0.17728025796931654",1.397830078563404
63465811200000,-0.7112716795861136,"0.17747263126410845",1.3954194554736143,-0.7028956848107102,"0.17759484540541393",1.3844249999999962
63465813000000,-0.6944391195922405,"0.17646010236473786",1.394892796848609,-0.6860405043859927,"0.17757647951693228",1.384972328458928
63465814800000,-0.7123288779323496,"0.1798030477861782",1.406275084554688,-0.7055656503231215,"0.17892956488627135",1.3964031496062983
63465816600000,-0.673747734692874,"0.17833921485347418",1.3908479977439443,-0.665291352025285,"0.1770789464746366",1.3764818897637743
63465818400000,-0.6814939692238563,"0.17779078436366771",1.3906179487179446,-0.6727413349103769,"0.17730212885128926",1.3761075406032477
63465820200000,-0.7537258087382,"0.1779891488002594",1.4036533258173618,-0.7461234507625105,"0.17808627744435987",1.3948597073719702
63465822000000,-0.7577762942200085,"0.17674102225566174",1.4026706081081104,-0.7492001823363748,"0.1782442279296975",1.3923168539325799
63465823800000,-0.7674402820777146,"0.1759868947023045",1.4140135287485844,-0.7612669683252271,"0.1775014128090856",1.4059577852726308
63465825600000,-0.7250110746392843,"0.18049742860618775",1.409843019943019,-0.7157714442565914,"0.17901454271268044",1.3979827546954964
63465827400000,-0.6985073910001524,"0.18069044977212553",1.3979957746478837,-0.690734025000395,"0.18091999047307755",1.385715644344396
63465829200000,-0.6404185439108014,"0.17977009281820217",1.3791501128668189,-0.6327261438391326,"0.1790289142890154",1.3585483925549884
63465831000000,-0.7089246498121689,"0.18140838197684292",1.3864959908361925,-0.7019337701171195,"0.18109363831759015",1.3747434285714255
63465832800000,-0.7435580044725871,"0.17704174712492218",1.3774050310910113,-0.7368759212984696,"0.1787915847690268",1.365284433164121
63465834600000,-0.7686867110498757,"0.1807602426420031",1.3750591216216215,-0.7606913933713975,"0.18023547204654927",1.3655620573355745
63465836400000,-0.7791913113509469,"0.17684711549138268",1.358733543216941,-0.7718524317529942,"0.17832401657068614",1.3486871559632978
63465838200000,-0.773600059512153,"0.17677438855906172",1.3598430821147338,-0.7652029665731825,"0.17653245701497333",1.3498982012366454
63465840000000,-0.7580227531176077,"0.1790238127355237",1.350278218944979,-0.7500944841191305,"0.1786420225817917",1.3426843714609171
63465841800000,-0.7660621781617776,"0.1797380675399749",1.3469901519414724,-0.757878857779659,"0.18005376958611216",1.3382151038742218
63465843600000,-0.7658807186303214,"0.1773492332152427",1.3565157568936395,-0.7569844756913215,"0.1778317852935722",1.348210112359543
63465847200000,-0.7458708100823448,"0.17882515757818507",1.3481997167138815,1.1e308,1.1e308,1.1e308
63465849000000,-0.7324053285695946,"0.17866508051774938",1.3418731762065097,-0.7258183973383507,"0.18080148459031742",1.3305441951766663
63465850800000,-0.7168252537122908,"0.1776866769262478",1.324883230163194,-0.711979336015707,"0.17849693827204322",1.3104850509626214
63465852600000,-0.7158001848504566,"0.18051746649551836",1.3199378165447375,-0.7103630244421799,"0.18015940061789573",1.3070854014598488
63465854400000,-0.7028132051655068,"0.1802366355519934",1.2856514124293765,-0.6967632564535342,"0.1786495846949659",1.2759787366046214
63465856200000,-0.6880480920586806,"0.18019196043452443",1.2764061797752786,-0.6835709764990548,"0.18194158558441031",1.2614958450308777
63465858000000,-0.7135942502847281,"0.18443759610654714",1.251691465468836,-0.7090007808660136,"0.18374241482277764",1.2369956228956167
63465859800000,-0.7405216576156961,"0.18273759117202337",1.236837830241705,-0.7370083973586135,"0.1821213874682285",1.2275070746771404
63465861600000,-0.7255271760901819,"0.1805578040310479",1.2238903954802256,-0.7216198363427258,"0.18036256095999656",1.2116453010692114
63465863400000,-0.7321019249330722,"0.1843366027627599",1.2141651760760181,-0.7303219616041738,"0.18430147276246017",1.2027621998883253
63465865200000,-0.7679672758506861,"0.1847542944875733",1.2010651930609944,-0.7643026690556726,"0.1856750766446276",1.1890183901620945
63465867000000,-0.7773700108712289,"0.18417889175332663",1.1847417274256862,-0.7743494768458802,"0.18476703961005728",1.1679812324929963
63465868800000,-0.7935108919458281,"0.18360425874054404",1.1784960317460293,-0.7888350850664244,"0.18447954006592301",1.170482618510154
63465870600000,-0.7960913292871128,"0.18393794735184696",1.170332864378165,-0.7924538698932999,"0.1839416157503627",1.1603636312535095
63465872400000,-0.7823894641339281,"0.18229990440991362",1.1745562746201437,-0.7778965136007912,"0.18156104999518832",1.162066797974108
63465874200000,-0.7606755358734274,"0.1827933576394361",1.1865197072072047,-0.757460287860975,"0.1834504581708334",1.1701838020247446
63465876000000,-0.753714533201778,"0.18380428921977107",1.1884598870056495,-0.7498550629906267,"0.18359288039616345",1.1752786922209641
